countries,countries_code,year,undernourishment_percent,minimum_calories,cereal_production,cereal_yield,land_usage,population,gdp_per_capita,continent,yearly_mean,yield_index_2001,prod_index_2001,yield_index_z,undernourishment_z,food_stress_score,total_num_of_emigrants,emigrant_index_2000
Afghanistan,AFG,2016,20.5,1647,5708330.5,2.0433002,2793694.0,34700613.0,2958.7854,Asia,0.439195,202.97012019469554,270.7936669829222,2.418218107582099,1.2204031215773452,-1.197814986004754,,
Afghanistan,AFG,2017,21.4,1650,5059634.0,2.0914,2419213.0,35688941.0,2952.999,Asia,0.343641,207.7480878116619,240.0205882352941,2.566275153381262,1.3256177832879676,-1.2406573700932944,,
Afghanistan,AFG,2018,22.6,1652,4304555.5,2.2532,1910389.0,36743040.0,2902.392,Asia,0.263885,223.82040329790405,204.20092504743832,3.064315270186413,1.4659039989021314,-1.5984112712842815,,
Afghanistan,AFG,2019,25.1,1656,5771861.0,2.1847,2641911.0,37856125.0,2927.245,Asia,0.399228,217.01599284791894,273.8074478178368,2.853463922836889,1.758166948098305,-1.0952969747385841,,
Afghanistan,AFG,2020,27.7,1659,6241828.0,2.0508,3043589.0,39068977.0,2769.6858,Asia,0.432163,203.7151087712328,296.1018975332068,2.4413034059011074,2.062120415262325,-0.37918299063878225,5729887.0,126.08354773093549
Afghanistan,AFG,2021,29.4,1662,4970923.0,2.0991,2368118.0,40000410.0,2144.1665,Asia,0.273691,208.51296314691567,235.81228652751426,2.5899766916964633,2.260859220715724,-0.3291174709807394,,
Afghanistan,AFG,2022,30.4,1664,4802495.0,2.1934,2189504.0,40578847.0,1981.7102,Asia,0.300865,217.8802026422966,227.82234345351046,2.8802435830112083,2.3777644003941933,-0.502479182617015,,
Bangladesh,BGD,2001,15.5,1716,38029336.0,3.311,11485595.0,136805810.0,2803.5547,Asia,0.092416,100.0,100.0,-0.7725636272030887,0.6358772231849976,1.4084408503880863,,
Bangladesh,BGD,2002,14.7,1721,39341456.0,3.3950002,11588093.0,138933659.0,2866.4346,Asia,0.004266,102.53700392630624,103.45028374936653,-0.6939483378955671,0.542353079442222,1.236301417337789,,
Bangladesh,BGD,2003,14.4,1726,40015280.0,3.4793003,11500907.0,140970355.0,2958.915,Asia,0.008699,105.08306553911204,105.22213693134164,-0.6150523739555641,0.5072815255386812,1.1223338994942453,,
Bangladesh,BGD,2004,13.8,1731,37759050.0,3.4394,10978274.0,142902857.0,3071.838,Asia,0.070052,103.87798248263364,99.28926973639508,-0.6523948282349219,0.43713841773159956,1.0895332459665215,,
Bangladesh,BGD,2005,13.7,1726,41146756.0,3.6816003,11176338.0,144715789.0,3231.6138,Asia,0.092185,111.1930021141649,108.19740844278742,-0.42572100299559396,0.4254478997637524,0.8511689027593463,5198991.0,98.31941402359897
Bangladesh,BGD,2006,13.2,1725,42044684.0,3.7614,11178034.0,146405983.0,3407.4272,Asia,0.044091,113.60314104500151,110.55855405942403,-0.35103693674154374,0.3669953099245177,0.7180322466660614,,
Bangladesh,BGD,2007,13.3,1724,44841300.0,4.0209002,11152085.0,147989282.0,3608.9155,Asia,0.036684,121.44065841135607,117.9123926854784,-0.10817223762940162,0.3786858278923648,0.48685806552176647,,
Bangladesh,BGD,2008,12.9,1734,48946800.0,4.1025,11930855.0,149474264.0,3787.9382,Asia,0.095789,123.90516460283902,128.70800584054373,-0.031803468454614243,0.33192375602097696,0.3637272244755912,,
Bangladesh,BGD,2009,14.5,1741,49735852.0,4.176,11909888.0,150873716.0,3942.1362,Asia,0.034867,126.12503775294475,130.782856687269,0.03698474590800524,0.5189720435065281,0.4819872975985229,,
Bangladesh,BGD,2010,15.2,1750,51862850.0,4.2883,12093951.0,152201978.0,4125.464,Asia,0.13055,129.51676230745997,136.37590201417137,0.1420856503015023,0.6008056692814567,0.4587200189799544,6221642.0,117.65902185724353
Bangladesh,BGD,2011,16.1,1759,52628364.0,4.3528,12090666.0,153591074.0,4352.4263,Asia,0.011309,131.46481425551193,138.38885853805073,0.2024508180074742,0.7060203309920795,0.5035695129846053,,
Bangladesh,BGD,2012,15.9,1758,52801016.0,4.3958,12011654.0,155070110.0,4592.0483,Asia,0.039828,132.76351555421323,138.84285542087824,0.24269426314478879,0.6826392950563854,0.4399450319115966,,
Bangladesh,BGD,2013,15.6,1760,54357476.0,4.5086,12056374.0,156532134.0,4822.726,Asia,0.06705,136.17034128662038,142.93564315716688,0.3482631145747681,0.6475677411528445,0.29930462657807644,,
Bangladesh,BGD,2014,14.9,1761,55241124.0,4.5409,12165112.0,157964931.0,5068.6396,Asia,0.106208,137.1458773784355,145.25923881500324,0.37849249313140054,0.565734115377916,0.18724162224651542,,
Bangladesh,BGD,2015,14.9,1766,55438380.0,4.5604,12156367.0,159383179.0,5352.7114,Asia,0.255577,137.73482331621864,145.77793311984203,0.39674242755413586,0.565734115377916,0.1689916878237801,7883873.0,149.09388640920386
Bangladesh,BGD,2016,14.4,1770,54262296.0,4.6010003,11793602.0,160811934.0,5682.5356,Asia,0.439195,138.96104802174568,142.68536268947742,0.4347400076845667,0.5072815255386812,0.0725415178541145,,
Bangladesh,BGD,2017,13.7,1774,58495624.0,4.7060003,12430005.0,162186146.0,6005.707,Asia,0.343641,142.13229537903956,153.81710582588138,0.5330088853454512,0.4254478997637524,-0.1075609855816988,,
Bangladesh,BGD,2018,12.8,1780,58816520.0,4.7902,12278572.0,163523109.0,6392.5933,Asia,0.263885,144.67532467532467,154.66091756111652,0.6118108855205289,0.32023323805313003,-0.29157764746739884,,
Bangladesh,BGD,2019,11.9,1783,59185500.0,4.8109,12302411.0,164913060.0,6838.326,Asia,0.399228,145.30051344004832,155.63116852737056,0.6311838928308174,0.21501857634250746,-0.41616531648831,,
